"GeneIDs","count"
"Cyclin-like_family_protein,Auxin-responsive_family_protein,Inositol_monophosphatase_family_protein,phosphatidylinositol-4-phosphate_5-kinase_2,metacaspase_3,[LOW_BITSCORE]_GNOM-like_2",1
"Cyclin_B2;3,ubiquitin_family_protein,Ankyrin_repeat_family_protein,Undecaprenyl_pyrophosphate_synthetase_family_protein",1
"Cyclin_family_protein,alpha/beta-Hydrolases_superfamily_protein",1
"Cyclin_family_protein,stomatal_closure_actin-binding-like_protein,[LOW_BITSCORE]_FKBP12_interacting_protein_37,Homeodomain-like_superfamily_protein,Single-stranded_nucleic_acid_binding_R3H_protein,Ha412HOChr01g0011631",1
"Cyclopropane-fatty-acyl-phospholipid_synthase",1
"Cyclopropane-fatty-acyl-phospholipid_synthase,Disease_resistance_protein_(TIR-NBS-LRR_class)_family,Disease_resistance_protein_(TIR-NBS-LRR_class)_family",1
"Cystathionine_beta-synthase_(CBS)_family_protein,P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein,Leucine-rich_repeat_protein_kinase_family_protein,Serine_protease_inhibitor_(SERPIN)_family_protein,FMN-linked_oxidoreductases_superfamily_protein,IRREGULAR_XYLEM_protein_(DUF579)",1
"Cystatin/monellin_superfamily_protein",1
"Cystatin/monellin_superfamily_protein,Cystatin/monellin_superfamily_protein,DUF946_family_protein_(DUF946),DUF946_family_protein_(DUF946),AUX/IAA_transcriptional_regulator_family_protein,P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein,P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein,P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein",1
"Cysteine/Histidine-rich_C1_domain_family_protein,Cysteine/Histidine-rich_C1_domain_family_protein,Cysteine/Histidine-rich_C1_domain_family_protein",1
"Cysteine/Histidine-rich_C1_domain_family_protein,Cysteine/Histidine-rich_C1_domain_family_protein,Cysteine/Histidine-rich_C1_domain_family_protein,metacaspase_4,Citrate_synthase_family_protein,cofactor_of_nitrate_reductase_and_xanthine_dehydrogenase_2,ethylene-responsive_element_binding_factor_13,calcium_ion-binding_protein,uncharacterized_protein_AT4G37440,Ca(2)-dependent_phospholipid-binding_protein_(Copine)_family",1
"Cysteine/Histidine-rich_C1_domain_family_protein,Cysteine/Histidine-rich_C1_domain_family_protein,ribosomal_protein_5A,Cysteine/Histidine-rich_C1_domain_family_protein,ribosomal_protein_5B",1
"Cysteine/Histidine-rich_C1_domain_family_protein,NB-ARC_domain-containing_disease_resistance_protein,NB-ARC_domain-containing_disease_resistance_protein,phospholipase_A_2A,Protein_kinase_superfamily_protein,auxin_response_factor_19",1
"Cysteine/Histidine-rich_C1_domain_family_protein,[LOW_BITSCORE]_Core-2/I-branching_beta-1,6-N-acetylglucosaminyltransferase_family_protein,Ha412HOChr10g0445061",1
"Cysteine/Histidine-rich_C1_domain_family_protein,early_nodulin-like_protein_3,Cysteine/Histidine-rich_C1_domain_family_protein,[LOW_BITSCORE]_Syntaxin/t-SNARE_family_protein,methyl-CPG-binding_domain_10,GRAS_family_transcription_factor_family_protein,Homeobox-leucine_zipper_family_protein_/_lipid-binding_START_domain-containing_protein,plant-specific_transcription_factor_YABBY_family_protein",1
"Cysteine/Histidine-rich_C1_domain_family_protein,metacaspase_4,Citrate_synthase_family_protein,cofactor_of_nitrate_reductase_and_xanthine_dehydrogenase_2,ethylene-responsive_element_binding_factor_13,calcium_ion-binding_protein,uncharacterized_protein_AT4G37440,Ca(2)-dependent_phospholipid-binding_protein_(Copine)_family,[LOW_BITSCORE]_Myosin_heavy_chain-related_protein,myb-like_HTH_transcriptional_regulator_family_protein",1
"Cysteine_proteinases_superfamily_protein,Ribosomal_L28_family",1
"Cysteine_proteinases_superfamily_protein,SEC14_cytosolic_factor_family_protein_/_phosphoglyceride_transfer_family_protein,MICOS_complex_subunit,_putative_(DUF543),cytochrome_P450,_family_71,_subfamily_A,_polypeptide_23",1
"Cysteine_proteinases_superfamily_protein,disease_resistance_protein_(TIR-NBS-LRR_class),disease_resistance_protein_(TIR-NBS-LRR_class),ATPase_E1-E2_type_family_protein_/_haloacid_dehalogenase-like_hydrolase_family_protein,Cysteine_proteinases_superfamily_protein",1
"Cysteine_proteinases_superfamily_protein,senescence-associated_gene_12,[LOW_BITSCORE]_MAP_kinase_kinase_6,beta_glucosidase_40,senescence-associated_gene_12,senescence-associated_gene_12,senescence-associated_gene_12,senescence-associated_gene_12,senescence-associated_gene_12,senescence-associated_gene_12",1
"Cysteinyl-tRNA_synthetase,_class_Ia_family_protein,Ha412HOChr17g0856361,Copper_amine_oxidase_family_protein,[LOW_BITSCORE]_WW_domain-containing_protein,homeobox_protein_knotted-1-like_6",1
"Cytidine/deoxycytidylate_deaminase_family_protein",1
"Cytochrome_P450_superfamily_protein,ABC2_homolog_9",1
"Cytochrome_P450_superfamily_protein,Glutaredoxin_family_protein,carboxyl-terminal_domain_(ctd)_phosphatase-like_2,[LOW_BITSCORE]_S-adenosyl-L-methionine-dependent_methyltransferases_superfamily_protein",1
"Cytochrome_P450_superfamily_protein,Glutaredoxin_family_protein,carboxyl-terminal_domain_(ctd)_phosphatase-like_2,[LOW_BITSCORE]_S-adenosyl-L-methionine-dependent_methyltransferases_superfamily_protein,hypothetical_protein_(DUF1639)",1
"Cytochrome_P450_superfamily_protein,[LOW_BITSCORE]_Leucine-rich_repeat_protein_kinase_family_protein,Ha412HOChr10g0471151,DnaJ_heat_shock_amino-terminal_domain_protein_(DUF1977),Subtilase_family_protein",1
"Cytochrome_P450_superfamily_protein,[LOW_BITSCORE]_YELLOW_STRIPE_like_3,[LOW_BITSCORE]_UDP-glucosyl_transferase_85A3,succinate_dehydrogenase_1-1",1
"Cytochrome_P450_superfamily_protein,[LOW_BITSCORE]_dentin_sialophosphoprotein-like_protein",1
"Cytochrome_bd_ubiquinol_oxidase,_14kDa_subunit,Ha412HOChr05g0215131",1
"Cytochrome_c_oxidase,_subunit_Vib_family_protein,FIP1[V]-like_protein,transducin_family_protein_/_WD-40_repeat_family_protein,non-intrinsic_ABC_protein_10,SHV3-like_5,ubiquitin-associated_protein_(DUF1068)",1
"Cytochrome_c_oxidase,_subunit_Vib_family_protein,Histone_superfamily_protein,17.6_kDa_class_II_heat_shock_protein,dessication-induced_1VOC_superfamily_protein,Pathogenesis-related_thaumatin_superfamily_protein,ankyrin_repeat-containing_2B,uncharacterized_protein_AT5G59350,heat_shock_protein_70",1
"Cytochrome_c_oxidase_biogenesis_protein_Cmc1-like_protein,zinc_ion_binding_/_DNA_binding_protein",1
"Cytosol_aminopeptidase_family_protein,receptor-like_protein_kinase-related_family_protein",1
"D-3-phosphoglycerate_dehydrogenase,[LOW_BITSCORE]_Putative_lysine_decarboxylase_family_protein",1
"D-aminoacid_aminotransferase-like_PLP-dependent_enzymes_superfamily_protein,RmlC-like_cupins_superfamily_protein",1
"D-arabinono-1,4-lactone_oxidase_family_protein,D-arabinono-1,4-lactone_oxidase_family_protein,D-arabinono-1,4-lactone_oxidase_family_protein,D-arabinono-1,4-lactone_oxidase_family_protein,[LOW_BITSCORE]_Tetratricopeptide_repeat_(TPR)-like_superfamily_protein",1
"D-isomer_specific_2-hydroxyacid_dehydrogenase_family_protein,HD-ZIP_IV_family_of_homeobox-leucine_zipper_protein_with_lipid-binding_START_domain-containing_protein,Ha412HOChr16g0750641,golgin_Putative_5,Ha412HOChr16g0750661,Major_facilitator_superfamily_protein,[LOW_BITSCORE]_glutaminyl_cyclase,AMP-dependent_synthetase_and_ligase_family_protein,AMP-dependent_synthetase_and_ligase_family_protein,Major_facilitator_superfamily_protein",1
"D-isomer_specific_2-hydroxyacid_dehydrogenase_family_protein,Helicase_protein_with_RING/U-box_domain-containing_protein",1
"D-mannose_binding_lectin_protein_with_Apple-like_carbohydrate-binding_domain-containing_protein,Curculin-like_(mannose-binding)_lectin_family_protein,GroES-like_zinc-binding_dehydrogenase_family_protein",1
"D-mannose_binding_lectin_protein_with_Apple-like_carbohydrate-binding_domain-containing_protein,S-domain-2_5,S-domain-2_5,citrate_synthase_2,coenzyme_Q_3,haloacid_dehalogenase_(HAD)_superfamily_protein,Concanavalin_A-like_lectin_protein_kinase_family_protein,Concanavalin_A-like_lectin_protein_kinase_family_protein",1
"D-ribose-binding_periplasmic_protein,transcription_regulator,late_embryogenesis_abundant_domain-containing_protein_/_LEA_domain-containing_protein",1
"D111/G-patch_domain-containing_protein,cysteine-rich_RECEPTOR-like_kinase,glycine-tRNA_ligase",1
"D6_protein_kinase_like_2",1
"D6_protein_kinase_like_2,Adenine_nucleotide_alpha_hydrolases-like_superfamily_protein,weak_chloroplast_movement_under_blue_light_protein_(DUF827)",1
"D6_protein_kinase_like_2,Adenine_nucleotide_alpha_hydrolases-like_superfamily_protein,weak_chloroplast_movement_under_blue_light_protein_(DUF827),[LOW_BITSCORE]_cellulose_synthase_like_E1,cellulose_synthase_like_E1,cellulose_synthase_like_E1,binding_protein",1
"D6_protein_kinase_like_2,RNA_polymerase_I_subunit_43,Uncharacterized_protein_family_(UPF0172),flocculation_protein_(DUF1296),Nucleotide/sugar_transporter_family_protein,coiled-coil_protein,ABC-2_type_transporter_family_protein,ABC-2_type_transporter_family_protein,transmembrane_protein_C9orf5_protein",1
"DA1,Methyltransferase_MT-A70_family_protein,geranylgeranyl_pyrophosphate_synthase_1",1
"DA1-related_protein_2,RAB_GTPase_homolog_A2B,[LOW_BITSCORE]_Preprotein_translocase_SecA_family_protein,[LOW_BITSCORE]_uncharacterized_protein_AT2G39870,[LOW_BITSCORE]_laccase_17,UDP-glucosyl_transferase_85A3,Ha412HOChr08g0343861,UDP-glucosyl_transferase_85A2,UDP-glucosyl_transferase_85A3",1
"DCD_(Development_and_Cell_Death)_domain_protein,[LOW_BITSCORE]_Protein_kinase_superfamily_protein,LisH_and_RanBPM_domains_containing_protein",1
"DCL_protein_(DUF3223),Remorin_family_protein",1
"DEA(D/H)-box_RNA_helicase_family_protein,Kinase_interacting_(KIP1-like)_family_protein,ubiquitin_conjugating_enzyme_9",1
"DEA(D/H)-box_RNA_helicase_family_protein,RNA-binding_(RRM/RBD/RNP_motifs)_family_protein,purple_acid_phosphatase_18,myristoyl-CoA:protein_N-myristoyltransferase,Transmembrane_proteins_14C,inositol-1,4,5-trisphosphate_5-phosphatase,EAP30/Vps36_family_protein",1
"DEA(D/H)-box_RNA_helicase_family_protein,RNase_H_family_protein,D-ribose-binding_periplasmic_protein,Xanthine/uracil_permease_family_protein",1
"DEAD_box_RNA_helicase_(RH3),glycosyl_hydrolase_9A1,[LOW_BITSCORE]_nuclease_HARBI1-like_protein",1
"DEAD_box_RNA_helicase_family_protein,[LOW_BITSCORE]_TCV-interacting_protein,DEAD_box_RNA_helicase_family_protein,DEAD_box_RNA_helicase_1,DEAD_box_RNA_helicase_family_protein",1
"DHHC-type_zinc_finger_family_protein",1
"DHHC-type_zinc_finger_family_protein,[LOW_BITSCORE]_AP2/B3-like_transcriptional_factor_family_protein,Seven_transmembrane_MLO_family_protein,[LOW_BITSCORE]_FAD-binding_Berberine_family_protein,3-ketoacyl-acyl_carrier_protein_synthase_I,Seven_transmembrane_MLO_family_protein",1
"DHHC-type_zinc_finger_family_protein,[LOW_BITSCORE]_Calmodulin-binding_protein",1
"DNA-binding_HORMA_family_protein",1
"DNA-binding_HORMA_family_protein,[LOW_BITSCORE]_Protein_with_RING/U-box_and_TRAF-like_domain",1
"DNA-binding_bromodomain-containing_protein,ADP-ribosylation_factor_A1E,histidinol_phosphate_aminotransferase_1",1
"DNA-binding_bromodomain-containing_protein,DNA-binding_bromodomain-containing_protein,[LOW_BITSCORE]_transcription_factor_bHLH35-like_protein",1
"DNA-binding_protein,_putative_(duplicated_DUF1399),[LOW_BITSCORE]_RmlC-like_cupins_superfamily_protein",1
"DNA-directed_RNA_polymerase,Ribosomal_protein_S10p/S20e_family_protein,guanylate_kinase",1
"DNA-directed_RNA_polymerase_II",1
"DNA-directed_RNA_polymerase_II,Ha412HOChr09g0399521,Protein_kinase_superfamily_protein,[LOW_BITSCORE]_Homeobox-leucine_zipper_family_protein_/_lipid-binding_START_domain-containing_protein,FAR1-related_sequence_5",1
"DNA-directed_RNA_polymerase_II,global_transcription_factor_group_E3,Pyridoxal_phosphate_(PLP)-dependent_transferases_superfamily_protein,uncharacterized_protein_AT3G49720,[LOW_BITSCORE]_uncharacterized_protein_AT2G27270",1
"DNA-directed_RNA_polymerase_subunit_beta,_putative_(DUF630_and_DUF632)",1
"DNA/RNA_helicase_protein,Class_I_glutamine_amidotransferase-like_superfamily_protein,Ha412HOChr05g0210391,[LOW_BITSCORE]_Auxin-responsive_GH3_family_protein,Ha412HOChr05g0210441",1
"DNAJ_heat_shock_N-terminal_domain-containing_protein,[LOW_BITSCORE]_HSP20-like_chaperones_superfamily_protein,Caleosin-related_family_protein,peroxin-12,H/ACA_ribonucleoprotein_complex,_subunit_Gar1/Naf1_protein,Calcium-binding_EF-hand_family_protein,Ha412HOChr08g0338121,Galactosyltransferase_family_protein",1
"DNAJ_heat_shock_N-terminal_domain-containing_protein,auxin_response_factor_9",1
"DNAJ_heat_shock_N-terminal_domain-containing_protein,dehydroquinate_dehydratase,_putative_/_shikimate_dehydrogenase",1
"DNA_directed_RNA_polymerase,_7_kDa_subunit,IAP-like_protein_1,endoplasmic_reticulum_oxidoreductins_1,[LOW_BITSCORE]_ELKS/Rab6-interacting/CAST_family_protein,Aldolase-type_TIM_barrel_family_protein,Calcium-binding_EF-hand_family_protein,[LOW_BITSCORE]_beta-galactosidase_12",1
"DNA_glycosylase_superfamily_protein,ARM_repeat_superfamily_protein",1
"DNA_glycosylase_superfamily_protein,[LOW_BITSCORE]_uncharacterized_protein_AT1G30880,Ha412HOChr12g0572891,[LOW_BITSCORE]_F-box/associated_interaction_domain_protein",1
"DNA_ligase,Pentatricopeptide_repeat_(PPR)_superfamily_protein,Plant_self-incompatibility_protein_S1_family",1
"DNA_mismatch_repair_protein,Ribosomal_protein_S24e_family_protein,Acyl-CoA_N-acyltransferase_with_RING/FYVE/PHD-type_zinc_finger_protein,Ribosomal_protein_S13/S18_family,Ha412HOChr15g0697101,17.6_kDa_class_II_heat_shock_protein,NAD(P)H-quinone_oxidoreductase_subunit,_putative_(DUF581),Galactose_oxidase/kelch_repeat_superfamily_protein,[LOW_BITSCORE]_Plant_thionin_family_protein,cupin_family_protein,Nucleic_acid-binding,_OB-fold-like_protein,Protein_kinase_superfamily_protein,sulfate_transporter_3;1",1
"DNA_polymerase_delta_subunit_1",1
"DNA_polymerase_epsilon_catalytic_subunit_A,pfkB-like_carbohydrate_kinase_family_protein,[LOW_BITSCORE]_ABC_transporter_family_protein",1
"DNA_polymerase_epsilon_subunit_B2,DNA_polymerase_epsilon_subunit_B2",1
"DNA_polymerase_epsilon_subunit_B2,DNA_polymerase_epsilon_subunit_B2,Calcium-dependent_lipid-binding_(CaLB_domain)_family_protein,Calcium-dependent_lipid-binding_(CaLB_domain)_family_protein",1
"DNA_polymerase_epsilon_subunit_B2,DNA_polymerase_epsilon_subunit_B2,[LOW_BITSCORE]_uncharacterized_protein_AT3G30739,serine/threonine_protein_kinase_1",1
"DNA_repair_(Rad51)_family_protein,ribonucleotide_reductase_1,mediator_of_RNA_polymerase_II_transcription_subunit,_putative_(DUF3511),Protein_phosphatase_2C_family_protein,Protein_kinase_superfamily_protein,replication_protein_A_1A,voltage-dependent_L-type_calcium_channel_subunit,[LOW_BITSCORE]_kinase_with_adenine_nucleotide_alpha_hydrolases-like_domain-containing_protein",1
"DNA_repair_RAD51-like_protein,UDP-N-acetylglucosamine_(UAA)_transporter_family,TOX_high_mobility_group_box_protein,_putative_(DUF1635)",1
"DNA_repair_REX1-B_protein,Structural_maintenance_of_chromosomes_(SMC)_family_protein,Structural_maintenance_of_chromosomes_(SMC)_family_protein,[LOW_BITSCORE]_Glycosyl_hydrolase_family_38_protein,[LOW_BITSCORE]_RNA-binding_(RRM/RBD/RNP_motifs)_family_protein_with_retrovirus_zinc_finger-like_domain-containing_protein,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,[LOW_BITSCORE]_NIMA-related_kinase_2",1
"DNA_repair_metallo-beta-lactamase_family_protein,Outer_arm_dynein_light_chain_1_protein,DNA_binding_protein,[LOW_BITSCORE]_lipase_class_3_family_protein,DYNAMIN-like_1E,GTP-binding_protein-like_protein,frataxin-like_protein,B-box_type_zinc_finger_family_protein,S-locus_lectin_protein_kinase_family_protein",1
"DNAse_I-like_superfamily_protein,Nucleic_acid-binding_proteins_superfamily,Hypoxanthine-guanine_phosphoribosyltransferase",1
"DNAse_I-like_superfamily_protein,Protein_kinase_superfamily_protein,uncharacterized_protein_AT3G58040,[LOW_BITSCORE]_pyridoxal-phosphate-dependent_serine_hydroxymethyltransferase,_putative_(DUF632)",1
"DOMON_domain-containing_protein_/_dopamine_beta-monooxygenase_N-terminal_domain-containing_protein,DOMON_domain-containing_protein_/_dopamine_beta-monooxygenase_N-terminal_domain-containing_protein,F-box_family_protein,Protein_kinase_superfamily_protein,[LOW_BITSCORE]_chorismate_mutase_3,Na+/H+_(sodium_hydrogen)_exchanger_3,fimbrin-like_protein_2,homeobox_protein_knotted-1-like_3",1
"DREB2A-interacting_protein_2,[LOW_BITSCORE]_isoamylase_1,Signal_recognition_particle,_SRP9/SRP14_subunit,[LOW_BITSCORE]_cytochrome_P450,_family_708,_subfamily_A,_polypeptide_3,[LOW_BITSCORE]_alpha/beta-Hydrolases_superfamily_protein,WRKY_DNA-binding_protein_39",1
"DREB_and_EAR_motif_protein_3,[LOW_BITSCORE]_RNI-like_superfamily_protein,[LOW_BITSCORE]_ubiquitin-conjugating_enzyme_5,S-adenosyl-L-methionine-dependent_methyltransferases_superfamily_protein,Remorin_family_protein,[LOW_BITSCORE]_Calcium-binding_EF-hand_family_protein",1
"DREB_and_EAR_motif_protein_3,poly(A)_binding_protein_2,HXXXD-type_acyl-transferase_family_protein,HXXXD-type_acyl-transferase_family_protein,[LOW_BITSCORE]_RING/U-box_superfamily_protein,HXXXD-type_acyl-transferase_family_protein,HXXXD-type_acyl-transferase_family_protein",1
"DUF3148_family_protein,MIZU-KUSSEI-like_protein_(Protein_of_unknown_function,_DUF617),[LOW_BITSCORE]_basic_region/leucine_zipper_transcription_factor_68,myb_domain_protein_77,Thioredoxin_superfamily_protein",1
"DUF506_family_protein_(DUF506),DUF506_family_protein_(DUF506),Uncharacterized_protein_family_(UPF0497),coiled-coil_protein,ARM_repeat_superfamily_protein,microtubule-associated_proteins_70-5",1
"DUF538_family_protein,_putative_(Protein_of_unknown_function,_DUF538),DUF538_family_protein,_putative_(Protein_of_unknown_function,_DUF538),[LOW_BITSCORE]_thionin-like_protein,Ha412HOChr04g0198281,dimethylallyl,_adenosine_tRNA_methylthiotransferase,[LOW_BITSCORE]_uncharacterized_protein_AT5G41660,myb_domain_protein_101",1
"DUF538_family_protein,_putative_(Protein_of_unknown_function,_DUF538),Disease_resistance-responsive_(dirigent-like_protein)_family_protein,Protein_kinase_family_protein",1
"DUF538_family_protein_(Protein_of_unknown_function,_DUF538)",1
"DUF538_family_protein_(Protein_of_unknown_function,_DUF538),TLD-domain_containing_nucleolar_protein,senescence-associated_gene_12,senescence-associated_gene_12,Cysteine_proteinases_superfamily_protein,senescence-associated_gene_12,senescence-associated_gene_12,Ribosomal_protein_L34",1
"DUF868_family_protein_(DUF868),binding_protein,nucleobase-ascorbate_transporter_12",1
"DUF868_family_protein_(DUF868),uncharacterized_protein_AT3G22210,C-repeat-binding_factor_4,RAB6-interacting_golgin_(DUF662),alkaline/neutral_invertase",1
"DUF946_family_protein_(DUF946),DUF946_family_protein_(DUF946),Cytochrome_b561/ferric_reductase_transmembrane_protein_family,homeobox_protein_knotted-1-like_3",1
"DZC_(Disease_resistance/zinc_finger/chromosome_condensation-like_region)_domain_containing_protein",1
"Defender_against_death_(DAD_family)_protein,Defender_against_death_(DAD_family)_protein",1
"Dehydrin_family_protein,Peroxidase_superfamily_protein,Peroxidase_superfamily_protein,alpha/beta-Hydrolases_superfamily_protein,[LOW_BITSCORE]_Integrase-type_DNA-binding_superfamily_protein",1
"Deoxyxylulose-5-phosphate_synthase,Protein_kinase_superfamily_protein,uncharacterized_protein_AT3G44340,transcription_initiation_factor_TFIID_subunit,UDP-Glycosyltransferase_superfamily_protein",1
"Diacylglycerol_kinase_family_protein,cotton_fiber_(DUF761),Ha412HOChr16g0781251",1
"Dihydrodipicolinate_reductase,_bacterial/plant,[LOW_BITSCORE]_Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,[LOW_BITSCORE]_evolutionarily_conserved_C-terminal_region_8",1
"Dihydropterin_pyrophosphokinase_/_Dihydropteroate_synthase,Uncharacterized_protein_family_UPF0090,Uncharacterized_protein_family_UPF0090",1
"Disease_resistance-responsive_(dirigent-like_protein)_family_protein,PLC-like_phosphodiesterases_superfamily_protein,Cyclophilin-like_peptidyl-prolyl_cis-trans_isomerase_family_protein,Senescence/dehydration-associated_protein-like_protein",1
"Disease_resistance-responsive_(dirigent-like_protein)_family_protein,RPAP1-like,_carboxy-terminal_protein,F-box_family_protein",1
"Disease_resistance-responsive_(dirigent-like_protein)_family_protein,cytochrome_P450,_family_71,_subfamily_B,_polypeptide_34",1
"Disease_resistance_protein_(CC-NBS-LRR_class)_family,ACT-like_protein_tyrosine_kinase_family_protein",1
"Disease_resistance_protein_(CC-NBS-LRR_class)_family,RING/U-box_superfamily_protein,Ha412HOChr08g0348031,RING/U-box_superfamily_protein",1
"Disease_resistance_protein_(TIR-NBS-LRR_class)_family,Ribosomal_L5P_family_protein,TFIIB_zinc-binding_protein",1
"Divalent_ion_symporter,[LOW_BITSCORE]_Pentatricopeptide_repeat_(PPR)_superfamily_protein",1
"DnaJ_heat_shock_amino-terminal_domain_protein_(DUF3444)",1
"Dof-type_zinc_finger_DNA-binding_family_protein,NAD(P)-linked_oxidoreductase_superfamily_protein,ORMDL_family_protein,BTB/POZ_domain-containing_protein,Serine/threonine-protein_kinase_WNK_(With_No_Lysine)-like_protein,4-phosphopantetheine_adenylyltransferase,aluminum_activated_malate_transporter_family_protein,oligopeptide_transporter_7,mRNAadenosine_methylase",1
"Dof-type_zinc_finger_DNA-binding_family_protein,[LOW_BITSCORE]_vacuolar_protein_sorting-associated_protein,_putative_(DUF1162),maturase_(mitochondrion),ATP_synthase_CF0_A_subunit_(chloroplast),[LOW_BITSCORE]_Cyclophilin-like_peptidyl-prolyl_cis-trans_isomerase_family_protein,ATP_synthase_CF0_C_subunit_(chloroplast),ribosomal_protein_S2_(chloroplast),ribosomal_protein_S2_(chloroplast)",1
"Double_Clp-N_motif-containing_P-loop_nucleoside_triphosphate_hydrolases_superfamily_protein",1
"Double_Clp-N_motif-containing_P-loop_nucleoside_triphosphate_hydrolases_superfamily_protein,ARM_repeat_superfamily_protein",1
"Double_Clp-N_motif-containing_P-loop_nucleoside_triphosphate_hydrolases_superfamily_protein,[LOW_BITSCORE]_Cysteine/Histidine-rich_C1_domain_family_protein,[LOW_BITSCORE]_RNI-like_superfamily_protein,Concanavalin_A-like_lectin_protein_kinase_family_protein",1
"Double_Clp-N_motif_protein,Double_Clp-N_motif-containing_P-loop_nucleoside_triphosphate_hydrolases_superfamily_protein,[LOW_BITSCORE]_NAC_domain_containing_protein_87,diacylglycerol_kinase_4,WD-40_repeat_family_protein",1
"Double_Clp-N_motif_protein,hypothetical_protein_(DUF668),A20/AN1-like_zinc_finger_family_protein,cysteine_and_histidine-rich_domain-containing_protein_RAR1,glycosyltransferase_18,DEAD_box_RNA_helicase_(PRH75),cytochrome_P450,_family_704,_subfamily_A,_polypeptide_2,subtilase_1.3,Protein_kinase_superfamily_protein",1
"Drug/metabolite_transporter_superfamily_protein,[LOW_BITSCORE]_Zinc_finger_(C3HC4-type_RING_finger)_family_protein",1
"Drug/metabolite_transporter_superfamily_protein,replicon_protein_A2,Tho_complex_subunit_7/Mft1p,Drug/metabolite_transporter_superfamily_protein",1
"Duplicated_homeodomain-like_superfamily_protein,Duplicated_homeodomain-like_superfamily_protein,vesicle-associated_membrane_protein_727,Duplicated_homeodomain-like_superfamily_protein,vesicle-associated_membrane_protein_727,Duplicated_homeodomain-like_superfamily_protein,Ha412HOChr14g0681841,vesicle-associated_membrane_protein_727,Duplicated_homeodomain-like_superfamily_protein,hemerythrin_HHE_cation-binding_domain_protein,Polynucleotidyl_transferase,_ribonuclease_H-like_superfamily_protein,Peptidase_S24/S26A/S26B/S26C_family_protein,[LOW_BITSCORE]_RNA_binding_(RRM/RBD/RNP_motifs)_family_protein,spectrin_beta_chain,_brain",1
"Duplicated_homeodomain-like_superfamily_protein,Transmembrane_amino_acid_transporter_family_protein,replication_factor_C_subunit,_putative_(DUF620),UDP-Glycosyltransferase_superfamily_protein,UDP-Glycosyltransferase_superfamily_protein",1
"Duplicated_homeodomain-like_superfamily_protein,[LOW_BITSCORE]_Translation_initiation_factor_eIF3_subunit,CLAVATA3/ESR-RELATED_25,Leucine-rich_repeat_protein_kinase_family_protein,[LOW_BITSCORE]_plant/protein,SIN3-like_2",1
"Duplicated_homeodomain-like_superfamily_protein,[LOW_BITSCORE]_putative_endonuclease_or_glycosyl_hydrolase_with_C2H2-type_zinc_finger_domain-containing_protein,Ha412HOChr12g0577321,Leucine-rich_repeat_protein_kinase_family_protein,transcriptional_factor_B3_family_protein,Ha412HOChr12g0577371,transcriptional_factor_B3_family_protein",1
"Duplicated_homeodomain-like_superfamily_protein,alpha/beta-Hydrolases_superfamily_protein,RNI-like_superfamily_protein,GRAM_domain-containing_protein_/_ABA-responsive_protein-like_protein,GRAM_domain-containing_protein_/_ABA-responsive_protein-like_protein,GRAM_domain_protein/ABA-responsive-like_protein,GRAM_domain_protein/ABA-responsive-like_protein,GRAM_domain-containing_protein_/_ABA-responsive_protein-like_protein",1
"Duplicated_homeodomain-like_superfamily_protein,nucleotide_binding_protein_35,Ha412HOChr05g0224021,Seed_maturation_protein",1
"E2F_target_protein_1_(ETG1),Pentatricopeptide_repeat_(PPR)_superfamily_protein",1
"E3_ubiquitin-protein_ligase,[LOW_BITSCORE]_FAD-binding_Berberine_family_protein",1
"E3_ubiquitin-protein_ligase,craniofacial_development-like_protein,ketol-acid_reductoisomerase,[LOW_BITSCORE]_glycosyltransferase_family_protein,F-box_family_protein,F-box_family_protein,[LOW_BITSCORE]_xylem_cysteine_peptidase_2,F-box_and_associated_interaction_domains-containing_protein,F-box_family_protein,[LOW_BITSCORE]_Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,O-methyltransferase_1",1
"E3_ubiquitin-protein_ligase,myosin_heavy_chain-like_protein",1
"EEIG1/EHBP1_protein_amino-terminal_domain_protein",1
"ELF4-like_1,O-glucosyltransferase_rumi-like_protein_(DUF821),phosphatidylinositol-speciwc_phospholipase_C4,phospholipase_C_2,fatty_acid_desaturase_8,PHD_finger_transcription_factor",1
"ELM2_domain-containing_protein,C2H2-like_zinc_finger_protein,putative_endonuclease_or_glycosyl_hydrolase_with_C2H2-type_zinc_finger_domain-containing_protein,Leucine-rich_repeat_protein_kinase_family_protein,RING/U-box_superfamily_protein",1
"ENHANCED_DISEASE_RESISTANCE_2,Polynucleotidyl_transferase,_ribonuclease_H-like_superfamily_protein,AAA-ATPase_1",1
"ENTH/ANTH/VHS_superfamily_protein,[LOW_BITSCORE]_ENHANCED_DISEASE_RESISTANCE_2,NAD(P)-linked_oxidoreductase_superfamily_protein",1
"ENTH/ANTH/VHS_superfamily_protein,dihydrofolate_reductase,Ha412HOChr07g0299891",1
"ENTH/VHS_family_protein,actin_7,APO_RNA-binding_protein_(DUF794),F-box_and_associated_interaction_domains-containing_protein",1
